Group,Question,Expected Answer 1,Expected Answer 2,Expected Answer 3,CODE,Answers,Bad Answer 1,Bad Answer score,Bad Answer 2,Bad Answer 2 score,Bad Answer 3,Bad Answer 3 score
8,I found a ton of ants in my kitchen. How do I know which kind they are?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7410.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7404.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7408.html,0.53
8,"My kitchen has been taken over by ants, but I can't tell what kind they are. Can you help me?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7410.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7404.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7408.html,0.53
8,My kitchen counter is covered in ants. What can I do to decide what kind they are and how to manage them?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7410.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7404.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7408.html,0.53
9,I think a brown recluse spider bit me or maybe it was a black widow or a mosquito. How can I tell the difference? ,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/necitcutworm.html,0.53,http://ipm.ucanr.edu/QT/spidermitescard.html,0.53,,
9,"I have been bitten by something, but how can I tell from the bite what it was? I am afraid it was a brown recluse spider, or black widow spider, or mosquito based on where I have been.",http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/necitcutworm.html,0.53,http://ipm.ucanr.edu/QT/spidermitescard.html,0.53,,
9,"Can you tell from looking at a bite what sort of bug bit you? I have a new bite, but am not sure if it was a dangerous spider or just a mosquito.",http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/necitcutworm.html,0.53,http://ipm.ucanr.edu/QT/spidermitescard.html,0.53,,
9,"Something bit me, but I didn't see what it was. Maybe it was a spider (brown recluse or black widow), or maybe it was a mosquito. How can I tell?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/necitcutworm.html,0.53,http://ipm.ucanr.edu/QT/spidermitescard.html,0.53,,
9,I am worried that I may have been bitten by a brown recluse or black widow. How can I tell a spider bite from a simple mosquito bite?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn74149.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7468.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/necitcutworm.html,0.53,http://ipm.ucanr.edu/QT/spidermitescard.html,0.53,,
10,I have a rash on my arm. How do I know if I have Lyme disease?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/leafspotvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/potatomosaicvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/bluemoldrot.html,0.47
10,What does the Lyme disease rash look and/or feel like?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/leafspotvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/potatomosaicvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/bluemoldrot.html,0.47
10,Should I be suspicious of Lyme disease based on how a rash on my arm looks?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/leafspotvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/potatomosaicvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/bluemoldrot.html,0.47
10,My arm has developed a rash. How do I know if this may be related to Lyme disease?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/leafspotvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/potatomosaicvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/bluemoldrot.html,0.47
10,I found a tick on my arm and now the area has developed a rash. Do you think this could be Lyme disease?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7485.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/leafspotvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/potatomosaicvirus.html,0.5,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/DISEASES/bluemoldrot.html,0.47
11,How can I get rid of the noisy woodpeckers on my land?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/QT/yellowjacketscard.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74114.html,0.56,http://ipm.ucanr.edu/QT/termitescard.html,0.55
11,There are lots of loud woodpeckers in my yard. How do I get them to move on?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/QT/yellowjacketscard.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74114.html,0.56,http://ipm.ucanr.edu/QT/termitescard.html,0.55
11,Is there something I could do on my property to keep the noisy woodpeckers away?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/QT/yellowjacketscard.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74114.html,0.56,http://ipm.ucanr.edu/QT/termitescard.html,0.55
11,What methods do you recommend to prevent woodpeckers from coming on my property?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/QT/yellowjacketscard.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74114.html,0.56,http://ipm.ucanr.edu/QT/termitescard.html,0.55
11,Do you have recommendations for frightening woodpeckers from my land?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/QT/yellowjacketscard.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74114.html,0.56,http://ipm.ucanr.edu/QT/termitescard.html,0.55
12,How do I know if I have termites?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7405.html,0.59,http://ipm.ucanr.edu/TOOLS/TURF/PESTS/inbermite.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7428.html,0.55
12,What are the signs of termite infestation that I should look for?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7405.html,0.59,http://ipm.ucanr.edu/TOOLS/TURF/PESTS/inbermite.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7428.html,0.55
12,I think my house may have termites. What should I look for to confirm?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7405.html,0.59,http://ipm.ucanr.edu/TOOLS/TURF/PESTS/inbermite.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7428.html,0.55
12,How do I distinguish water damage from termite damage?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7405.html,0.59,http://ipm.ucanr.edu/TOOLS/TURF/PESTS/inbermite.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7428.html,0.55
12,Is there a good way to detect if termites are present?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7415.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7440.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7405.html,0.59,http://ipm.ucanr.edu/TOOLS/TURF/PESTS/inbermite.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7428.html,0.55
13,What kind of holes do powderpost beetles leave?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/cucumberbeet.html,0.52,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7403.html,0.51,,
13,What sorts of wood damage do powerderpost beetles cause?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/cucumberbeet.html,0.52,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7403.html,0.51,,
13,What are the signs of powderpost beetles being the cause of holes in my wood?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/cucumberbeet.html,0.52,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7403.html,0.51,,
13,I have found some holes in wood on my home. How do I know if it was damaged by powderpost beetles?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/cucumberbeet.html,0.52,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7403.html,0.51,,
13,How do I distinguish powderpost beetle holes from other beetle holes?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/cucumberbeet.html,0.52,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7403.html,0.51,,
14,"How can I tell the difference between Powderpost, Deathwatch, and False Powderpost Beetles? ",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/poplrcotnwdaspen.html,0.44,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74140.html,0.44,,
14,There are a bunch of beetles boring holes in wood in my house. How do I decide which kind they are?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/poplrcotnwdaspen.html,0.44,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74140.html,0.44,,
14,I have found some powdery debris near holes in wood in my home. How do I know if the damage was caused by beetles and which kind it may be?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/poplrcotnwdaspen.html,0.44,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74140.html,0.44,,
14,"I found a beetle on some wood in my house. How do I determine which kind of beetle it is? I am thinking perhaps Powerpost, Deathwatch, or False Powerderpost based on the damage I see.",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/poplrcotnwdaspen.html,0.44,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74140.html,0.44,,
14,How do I identify wood-boring beetles in my home?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7418.html,http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/poplrcotnwdaspen.html,0.44,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74140.html,0.44,,
15,My almonds have worms inside them. How do I kill the bugs? ,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/scab.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/verticilliumwil.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74105.html,0.53
15,I found worms inside the almonds from my yard. How do I treat my almond tree?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/scab.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/verticilliumwil.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74105.html,0.53
15,There are worms in the almonds from my tree. What should I do to eradicate them?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/scab.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/verticilliumwil.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74105.html,0.53
15,I found worms in the almonds from a tree in my yard. What is the best method to stop and prevent them from causing further damage?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/scab.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/verticilliumwil.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74105.html,0.53
15,How do I treat an almond tree that has worms in its nuts? I need to get rid of the bugs.,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/navelorwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/almonds.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/scab.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/verticilliumwil.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74105.html,0.53
16,My strawberries get some kind of fuzzy white stuff on them then they get mushy and rotten. What can I do about it? ,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strvirusdis.html,0.59,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/lygusbugs.html,0.58,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/strawcrmoth.html,0.56
16,The strawberries in my garden are starting to get a greyish white substance on them as they over ripen. What should I do to stop this?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strvirusdis.html,0.59,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/lygusbugs.html,0.58,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/strawcrmoth.html,0.56
16,I have noticed white fuzzy stuff on strawberries that have started to get soft or mushy. What should I do to keep this from spreading to the other strawberries?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strvirusdis.html,0.59,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/lygusbugs.html,0.58,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/strawcrmoth.html,0.56
16,What should I do about a white fuzzy substance that has appeared on my strawberries?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strvirusdis.html,0.59,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/lygusbugs.html,0.58,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/strawcrmoth.html,0.56
16,How do I prevent the white fuzzy substance on my strawberries from spreading to other fruits?,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html,,"http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html","http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strgraymold.html
http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/strawberries.html",http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/DISEASE/strvirusdis.html,0.59,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/lygusbugs.html,0.58,http://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/strawcrmoth.html,0.56
17,What can I do to control weeds without using chemicals?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74113.html,http://ipm.ucanr.edu/QT/landscapeweedscard.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74113.html
http://ipm.ucanr.edu/QT/landscapeweedscard.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74113.html
http://ipm.ucanr.edu/QT/landscapeweedscard.html",http://ipm.ucanr.edu/QT/weedcontrolcard.html,0.78,,,,
